budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY14-15,Expense,Health,10101,Employer Dental Group,,1357
FY14-15,Expense,Health,10101,Employer Group Life,,555
FY14-15,Expense,Health,10101,Employer Pension,,58109
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1514
FY14-15,Expense,Health,10101,Employee Out-of-town Travel,,0
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,3440
FY14-15,Expense,Health,10101,Postage & Delivery Srvc,,9
FY14-15,Expense,Health,10101,Printing/Binding,,0
FY14-15,Expense,Health,10101,Subscriptions,,0
FY14-15,Expense,Health,10101,Registration,,609
FY14-15,Expense,Health,10101,Other Rpr & Maint Srvc,,0
FY14-15,Expense,Health,10101,Offc & Admin Supply,,1165
FY14-15,Expense,Health,10101,Computer Software (non-cap),,320
FY14-15,Expense,Health,10101,Computer Hardware <$10K,,1416
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,27
FY14-15,Expense,Health,10101,Personal Use Supply,,-101
FY14-15,Expense,Health,10101,Educational Supply,,0
FY14-15,Expense,Health,10101,Small Equipment Supply,,1100
FY14-15,Expense,Health,10101,Software License,,2835
FY14-15,Expense,Health,10101,Professional Privilege Tax,,800
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,2
FY14-15,Expense,Health,10101,Regular Pay,,304696
FY14-15,Expense,Health,10101,Leave Pay,,844
FY14-15,Expense,Health,10101,Overtime Pay,,125
FY14-15,Expense,Health,10101,Out of Class Pay,,0
FY14-15,Expense,Health,10101,Longevity,,2778
FY14-15,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1875
FY14-15,Expense,Health,10101,Employer OASDI,,17530
FY14-15,Expense,Health,10101,Employer SSN Medical,,4100
FY14-15,Expense,Health,10101,Employer Group Health,,68345
FY14-15,Expense,Health,10101,Employer Dental Group,,2614
FY14-15,Expense,Health,10101,Employer Group Life,,1174
FY14-15,Expense,Health,10101,Employer Pension,,49377
FY14-15,Expense,Health,10101,FSA Pre-Tax Savings,,47
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1887
FY14-15,Expense,Health,10101,Mngt Cnsltnt Srvc,,50
FY14-15,Expense,Health,10101,Employee Out-of-town Travel,,275
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,12767
FY14-15,Expense,Health,10101,Postage & Delivery Srvc,,0
FY14-15,Expense,Health,10101,Other Rpr & Maint Srvc,,194
FY14-15,Expense,Health,10101,Offc & Admin Supply,,5103
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,42
FY14-15,Expense,Health,10101,Personal Use Supply,,1897
FY14-15,Expense,Health,10101,Medical Supply,,14
FY14-15,Expense,Health,10101,Small Equipment Supply,,1600
FY14-15,Expense,Health,10101,Regular Pay,,188824
FY14-15,Expense,Health,10101,Leave Pay,,0
FY14-15,Expense,Health,10101,Overtime Pay,,826
FY14-15,Expense,Health,10101,Out of Class Pay,,0
FY14-15,Expense,Health,10101,Longevity,,2035
FY14-15,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1081
FY14-15,Expense,Health,10101,Employer OASDI,,11319
FY14-15,Expense,Health,10101,Employer SSN Medical,,2647
FY14-15,Expense,Health,10101,Employer Group Health,,25919
FY14-15,Expense,Health,10101,Employer Dental Group,,1190
FY14-15,Expense,Health,10101,Employer Group Life,,533
FY14-15,Expense,Health,10101,Employer Pension,,29472
FY14-15,Expense,Health,10101,FSA Pre-Tax Savings,,0
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,684
FY14-15,Expense,Health,10101,Temporary Service,,0
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,27
FY14-15,Expense,Health,10101,Telephone & Telegraph,,0
FY14-15,Expense,Health,10101,Postage & Delivery Srvc,,0
FY14-15,Expense,Health,10101,Registration,,415
FY14-15,Expense,Health,10101,Membership Dues,,50
FY14-15,Expense,Health,10101,Other Rpr & Maint Srvc,,1359
FY14-15,Expense,Health,10101,Host & Hostess,,0
FY14-15,Expense,Health,10101,Offc & Admin Supply,,1116
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,366
FY14-15,Expense,Health,10101,Food & Ice,,64
FY14-15,Expense,Health,10101,Personal Use Supply,,843
FY14-15,Expense,Health,10101,Educational Supply,,100
FY14-15,Expense,Health,10101,Medical Supply,,0
FY14-15,Expense,Health,10101,Ag & Animal Supply,,7306
FY14-15,Expense,Health,10101,Repair & Maint Supply,,3826
FY14-15,Expense,Health,10101,Small Equipment Supply,,0
FY14-15,Expense,Health,10101,Software License,,0
FY14-15,Expense,Health,10101,Pay Plan Improvement,,0
FY14-15,Expense,Health,10101,Fringe Benefits,,0
FY14-15,Expense,Health,10101,Employer Group Health,,0
FY14-15,Expense,Health,10101,Regular Pay,,255607
FY14-15,Expense,Health,10101,Leave Pay,,0
FY14-15,Expense,Health,10101,Overtime Pay,,3251
FY14-15,Expense,Health,10101,Longevity,,2833
FY14-15,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1412
FY14-15,Expense,Health,10101,Employer OASDI,,15229
FY14-15,Expense,Health,10101,Employer SSN Medical,,3562
FY14-15,Expense,Health,10101,Employer Group Health,,37739
FY14-15,Expense,Health,10101,Employer Dental Group,,1324
FY14-15,Expense,Health,10101,Employer Group Life,,510
FY14-15,Expense,Health,10101,Employer Pension,,44192
FY14-15,Expense,Health,10101,FSA Pre-Tax Savings,,165
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1035
FY14-15,Expense,Health,10101,Mngt Cnsltnt Srvc,,48063
FY14-15,Expense,Health,10101,DP-Outside Metro,,0
FY14-15,Expense,Health,10101,Employee Out-of-town Travel,,186
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,117
FY14-15,Expense,Health,10101,Telephone & Telegraph,,13853
FY14-15,Expense,Health,10101,Allowance-Cell/Mobile Devices,,35
FY14-15,Expense,Health,10101,Cell Phone Service,,82
FY14-15,Expense,Health,10101,Postage & Delivery Srvc,,0
FY14-15,Expense,Health,10101,Subscriptions,,0
FY14-15,Expense,Health,10101,Other Rpr & Maint Srvc,,5365
FY14-15,Expense,Health,10101,Mechanical Repair Service,,85
FY14-15,Expense,Health,10101,Info Systems Charge,,706400
FY14-15,Expense,Health,10101,Telecmmnct'n Charge,,150414
FY14-15,Expense,Health,10101,Offc & Admin Supply,,4220
FY14-15,Expense,Health,10101,Computer Software,,6648
FY14-15,Expense,Health,10101,Computer Hardware <$10K,,38336
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,44
FY14-15,Expense,Health,10101,Medical Supply,,11
FY14-15,Expense,Health,10101,Small Equipment Supply,,6701
FY14-15,Expense,Health,10101,Software License,,79
FY14-15,Expense,Health,10101,Computer Hardware,,57919
FY14-15,Expense,Health,10101,Regular Pay,,360337
FY14-15,Expense,Health,10101,Leave Pay,,9937
FY14-15,Expense,Health,10101,Holiday Pay,,0
FY14-15,Expense,Health,10101,Overtime Pay,,2818
FY14-15,Expense,Health,10101,Out of Class Pay,,2472
FY14-15,Expense,Health,10101,Injured on Duty Pay,,0
FY14-15,Expense,Health,10101,Longevity,,5913
FY14-15,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,2215
FY14-15,Expense,Health,10101,Employer OASDI,,20334
FY14-15,Expense,Health,10101,Employer SSN Medical,,4755
FY14-15,Expense,Health,10101,Employer Group Health,,123360
FY14-15,Expense,Health,10101,Employer Dental Group,,3675
FY14-15,Expense,Health,10101,Employer Group Life,,1651
FY14-15,Expense,Health,10101,Employer Pension,,62587
FY14-15,Expense,Health,10101,FSA Pre-Tax Savings,,0
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,3392
FY14-15,Expense,Health,10101,Electric,,223559
FY14-15,Expense,Health,10101,Water,,36862
FY14-15,Expense,Health,10101,Gas,,104680
FY14-15,Expense,Health,10101,Cable Television,,2070
FY14-15,Expense,Health,10101,Stormwater,,2880
FY14-15,Expense,Health,10101,Facilities Management,,0
FY14-15,Expense,Health,10101,Landscaping Srvc,,19668
FY14-15,Expense,Health,10101,Mngt Cnsltnt Srvc,,10368
FY14-15,Expense,Health,10101,Security Services,,2030
FY14-15,Expense,Health,10101,Refuse Disposal,,10463
FY14-15,Expense,Health,10101,Recycling Center,,134
FY14-15,Expense,Health,10101,Temporary Service,,30838
FY14-15,Expense,Health,10101,Laundry Services,,1705
FY14-15,Expense,Health,10101,Pest Control Srvc,,500
FY14-15,Expense,Health,10101,Janitorial Srvc,,53
FY14-15,Expense,Health,10101,Vehicle Washing,,0
FY14-15,Expense,Health,10101,Lock & Key Service,,1891
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,219
FY14-15,Expense,Health,10101,Postage & Delivery Srvc,,13377
FY14-15,Expense,Health,10101,Printing/Binding,,737
FY14-15,Expense,Health,10101,Advertising & Promot'n,,0
FY14-15,Expense,Health,10101,Subscriptions,,0
FY14-15,Expense,Health,10101,Registration,,110
FY14-15,Expense,Health,10101,Membership Dues,,60
FY14-15,Expense,Health,10101,Paving-Road/Street/Parking,,0
FY14-15,Expense,Health,10101,Building Maintenance Srvc,,0
FY14-15,Expense,Health,10101,Other Rpr & Maint Srvc,,213758
FY14-15,Expense,Health,10101,Office Equip Maintain Srvc,,0
FY14-15,Expense,Health,10101,Radio Shop Charge,,10200
FY14-15,Expense,Health,10101,Postal Service Charge,,844
FY14-15,Expense,Health,10101,Fleet Management,,106400
FY14-15,Expense,Health,10101,Payment Services,,0
FY14-15,Expense,Health,10101,Surplus Property,,0
FY14-15,Expense,Health,10101,Facilities Maint & Security,,158300
FY14-15,Expense,Health,10101,Host & Hostess,,41
FY14-15,Expense,Health,10101,Offc & Admin Supply,,12261
FY14-15,Expense,Health,10101,Computer Software,,1000
FY14-15,Expense,Health,10101,Computer Hardware <$10K,,0
FY14-15,Expense,Health,10101,Furniture/Fixtures<$10K,,50521
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,32383
FY14-15,Expense,Health,10101,Personal Use Supply,,4126
FY14-15,Expense,Health,10101,Uniforms/Work Related Items,,975
FY14-15,Expense,Health,10101,Educational Supply,,0
FY14-15,Expense,Health,10101,Medical Supply,,3527
FY14-15,Expense,Health,10101,Ag & Animal Supply,,0
FY14-15,Expense,Health,10101,Repair & Maint Supply,,4655
FY14-15,Expense,Health,10101,Signs,,100
FY14-15,Expense,Health,10101,Small Equipment Supply,,5602
FY14-15,Expense,Health,10101,Procure Card Clearing,,0
FY14-15,Expense,Health,10101,Rent Building & Land,,8988
FY14-15,Expense,Health,10101,Rent Equipment,,35455
FY14-15,Expense,Health,10101,Elevator Permit,,1090
FY14-15,Expense,Health,10101,Alarm Permits,,200
FY14-15,Expense,Health,10101,Transfer FA Proprietary Funds,,0
FY14-15,Expense,Health,10101,Transfer Energy Plan,,132400
FY14-15,Expense,Health,10101,Regular Pay,,328867
FY14-15,Expense,Health,10101,Leave Pay,,0
FY14-15,Expense,Health,10101,Longevity,,3080
FY14-15,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1895
FY14-15,Expense,Health,10101,Employer OASDI,,18946
FY14-15,Expense,Health,10101,Employer SSN Medical,,4431
FY14-15,Expense,Health,10101,Employer Group Health,,64980
FY14-15,Expense,Health,10101,Employer Dental Group,,2036
FY14-15,Expense,Health,10101,Employer Group Life,,913
FY14-15,Expense,Health,10101,Employer Pension,,56146
FY14-15,Expense,Health,10101,FSA Pre-Tax Savings,,172
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1796
FY14-15,Expense,Health,10101,Medical Services,,1674
FY14-15,Expense,Health,10101,Mngt Cnsltnt Srvc,,10655
FY14-15,Expense,Health,10101,Pre-Employement Checks,,6288
FY14-15,Expense,Health,10101,Employee Out-of-town Travel,,0
FY14-15,Expense,Health,10101,Employee Air Travel,,0
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,87
FY14-15,Expense,Health,10101,Advertising & Promot'n,,7314
FY14-15,Expense,Health,10101,Subscriptions,,0
FY14-15,Expense,Health,10101,Registration,,274
FY14-15,Expense,Health,10101,Host & Hostess,,218
FY14-15,Expense,Health,10101,Offc & Admin Supply,,1494
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,0
FY14-15,Expense,Health,10101,Educational Supply,,99
FY14-15,Expense,Health,10101,Medical Supply,,0
FY14-15,Expense,Health,10101,Small Equipment Supply,,0
FY14-15,Expense,Health,10101,Drug Test Fee,,3648
FY14-15,Expense,Health,10101,Regular Pay,,707859
FY14-15,Expense,Health,10101,Leave Pay,,0
FY14-15,Expense,Health,10101,Overtime Pay,,172
FY14-15,Expense,Health,10101,Out of Class Pay,,0
FY14-15,Expense,Health,10101,Longevity,,7755
FY14-15,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,3848
FY14-15,Expense,Health,10101,Employer OASDI,,41057
FY14-15,Expense,Health,10101,Employer SSN Medical,,9841
FY14-15,Expense,Health,10101,Employer Group Health,,99929
FY14-15,Expense,Health,10101,Employer Dental Group,,3189
FY14-15,Expense,Health,10101,Employer Group Life,,1575
FY14-15,Expense,Health,10101,Employer Pension,,109578
FY14-15,Expense,Health,10101,FSA Pre-Tax Savings,,34
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,2775
FY14-15,Expense,Health,10101,Mngt Cnsltnt Srvc,,12675
FY14-15,Expense,Health,10101,Transport Non-employee,,12
FY14-15,Expense,Health,10101,Employee Out-of-town Travel,,1120
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,94
FY14-15,Expense,Health,10101,Postage & Delivery Srvc,,0
FY14-15,Expense,Health,10101,Printing/Binding,,0
FY14-15,Expense,Health,10101,Subscriptions,,150
FY14-15,Expense,Health,10101,Registration,,0
FY14-15,Expense,Health,10101,Membership Dues,,0
FY14-15,Expense,Health,10101,Other Rpr & Maint Srvc,,247
FY14-15,Expense,Health,10101,Host & Hostess,,0
FY14-15,Expense,Health,10101,Offc & Admin Supply,,7205
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,156
FY14-15,Expense,Health,10101,Personal Use Supply,,0
FY14-15,Expense,Health,10101,Books/Magazines/Periodicals,,0
FY14-15,Expense,Health,10101,Educational Supply,,0
FY14-15,Expense,Health,10101,Medical Supply,,49
FY14-15,Expense,Health,10101,Repair & Maint Supply,,0
FY14-15,Expense,Health,10101,Small Equipment Supply,,-439
FY14-15,Expense,Health,10101,Cashier Shortages,,0
FY14-15,Expense,Health,10101,Bad Debt Expense,,0
FY14-15,Expense,Health,10101,Interest Expense MIP,,6558
FY14-15,Expense,Health,10101,Insurance-Liability/PropDmg,,0
FY14-15,Expense,Health,10101,Regular Pay,,372208
FY14-15,Expense,Health,10101,Leave Pay,,218
FY14-15,Expense,Health,10101,Overtime Pay,,0
FY14-15,Expense,Health,10101,Longevity,,3548
FY14-15,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,2251
FY14-15,Expense,Health,10101,Employer OASDI,,21539
FY14-15,Expense,Health,10101,Employer SSN Medical,,5037
FY14-15,Expense,Health,10101,Employer Group Health,,79106
FY14-15,Expense,Health,10101,Employer Dental Group,,2885
FY14-15,Expense,Health,10101,Employer Group Life,,1454
FY14-15,Expense,Health,10101,Employer Pension,,53282
FY14-15,Expense,Health,10101,FSA Pre-Tax Savings,,0
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,2146
FY14-15,Expense,Health,10101,Mngt Cnsltnt Srvc,,111255
FY14-15,Expense,Health,10101,Refuse Disposal,,10704
FY14-15,Expense,Health,10101,Temporary Service,,20625
FY14-15,Expense,Health,10101,Postage & Delivery Srvc,,0
FY14-15,Expense,Health,10101,Printing/Binding,,0
FY14-15,Expense,Health,10101,Other Rpr & Maint Srvc,,0
FY14-15,Expense,Health,10101,Offc & Admin Supply,,17031
FY14-15,Expense,Health,10101,Computer Software,,1211
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,48
FY14-15,Expense,Health,10101,Personal Use Supply,,275
FY14-15,Expense,Health,10101,Medical Supply,,90
FY14-15,Expense,Health,10101,Small Equipment Supply,,1836
FY14-15,Expense,Health,10101,Rent Equipment,,-427
FY14-15,Expense,Health,10101,Regular Pay,,610216
FY14-15,Expense,Health,10101,Leave Pay,,0
FY14-15,Expense,Health,10101,Overtime Pay,,107
FY14-15,Expense,Health,10101,Longevity,,2585
FY14-15,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,3641
FY14-15,Expense,Health,10101,Employer OASDI,,31919
FY14-15,Expense,Health,10101,Employer SSN Medical,,8459
FY14-15,Expense,Health,10101,Employer Group Health,,64643
FY14-15,Expense,Health,10101,Employer Dental Group,,1824
FY14-15,Expense,Health,10101,Employer Group Life,,969
FY14-15,Expense,Health,10101,Employer Pension,,104215
FY14-15,Expense,Health,10101,FSA Pre-Tax Savings,,406
FY14-15,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1800
FY14-15,Expense,Health,10101,Legal Services,,0
FY14-15,Expense,Health,10101,Mngt Cnsltnt Srvc,,7813
FY14-15,Expense,Health,10101,Employee Out-of-town Travel,,3838
FY14-15,Expense,Health,10101,Employee Air Travel,,325
FY14-15,Expense,Health,10101,Employee Local Travel/Park,,597
FY14-15,Expense,Health,10101,Postage & Delivery Srvc,,-289
FY14-15,Expense,Health,10101,Printing/Binding,,0
FY14-15,Expense,Health,10101,Advertising & Promot'n,,230
FY14-15,Expense,Health,10101,Subscriptions,,109
FY14-15,Expense,Health,10101,Registration,,1747
FY14-15,Expense,Health,10101,Membership Dues,,2500
FY14-15,Expense,Health,10101,Host & Hostess,,1420
FY14-15,Expense,Health,10101,Offc & Admin Supply,,7438
FY14-15,Expense,Health,10101,Computer Software,,-108
FY14-15,Expense,Health,10101,Furniture/Fixtures<$10K,,-376
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,33
FY14-15,Expense,Health,10101,Personal Use Supply,,0
FY14-15,Expense,Health,10101,Books/Magazines/Periodicals,,200
FY14-15,Expense,Health,10101,Medical Supply,,7
FY14-15,Expense,Public Library,10101,FSA Pre-Tax Savings,,0
FY14-15,Expense,Health,10101,Small Equipment Supply,,976
FY14-15,Expense,Health,10101,Insurance-Liability/PropDmg,,5145
FY14-15,Expense,Health,10101,Rent Equipment,,0
FY14-15,Expense,Health,10101,Software License,,343
FY14-15,Expense,Health,10101,Professional Privilege Tax,,1200
FY14-15,Expense,Health,10101,Awrd Rwrd Royalty,,0
FY14-15,Expense,Health,10101,Offc & Admin Supply,,-105
FY14-15,Expense,Health,10101,HHold & Jnitr Supply,,0
FY14-15,Expense,Health,10101,Medical Supply,,-1514
FY14-15,Expense,Public Library,10101,Regular Pay,,804030
FY14-15,Expense,Public Library,10101,Leave Pay,,82324
FY14-15,Expense,Public Library,10101,Holiday Pay,,0
FY14-15,Expense,Public Library,10101,Overtime Pay,,15
FY14-15,Expense,Public Library,10101,Longevity,,5844
FY14-15,Expense,Public Library,10101,YE Biweekly Sal/Fringe Accr,,4309
FY14-15,Expense,Public Library,10101,Employer OASDI,,51169
FY14-15,Expense,Public Library,10101,Employer SSN Medical,,12185
FY14-15,Expense,Public Library,10101,Employer Group Health,,141961
FY14-15,Expense,Public Library,10101,Employer Dental Group,,5067
FY14-15,Expense,Public Library,10101,Employer Group Life,,2362
FY14-15,Expense,Public Library,10101,Employer Pension,,144966
FY14-15,Expense,Public Library,10101,FSA Pre-Tax Savings,,334
FY14-15,Expense,Public Library,10101,Cafe Plan Pre-Tax Savings,,3902
FY14-15,Expense,Public Library,10101,Other Professional Srvc,,479
FY14-15,Expense,Public Library,10101,Engineering Srvc,,0
FY14-15,Expense,Public Library,10101,Project Management,,0
FY14-15,Expense,Public Library,10101,Security Services,,710
FY14-15,Expense,Public Library,10101,Educational Service,,442
FY14-15,Expense,Public Library,10101,Pre-Employment Checks,,4316
FY14-15,Expense,Public Library,10101,Temporary Service,,214873
FY14-15,Expense,Public Library,10101,Collctn Agency Fee,,2032
FY14-15,Expense,Public Library,10101,Devlop/Framing/Artwork,,226
FY14-15,Expense,Public Library,10101,Security Monitoring Service,,0
FY14-15,Expense,Public Library,10101,Interpretation Services,,0
FY14-15,Expense,Public Library,10101,Employee Out-of-town Travel,,886
FY14-15,Expense,Public Library,10101,Employee Local Travel/Park,,14691
FY14-15,Expense,Public Library,10101,Telephone & Telegraph,,0
FY14-15,Expense,Public Library,10101,Allowance-Cell/Mobile Devices,,5146
FY14-15,Expense,Public Library,10101,Cell Phone Service,,4232
FY14-15,Expense,Public Library,10101,Postage & Delivery Srvc,,21
FY14-15,Expense,Public Library,10101,Computer Communication Servs,,0
FY14-15,Expense,Public Library,10101,Printing/Binding,,2883
FY14-15,Expense,Public Library,10101,Sign Printing,,765
FY14-15,Expense,Public Library,10101,Advertising & Promot'n,,443
FY14-15,Expense,Public Library,10101,Subscriptions,,0
FY14-15,Expense,Public Library,10101,Registration,,7154
FY14-15,Expense,Public Library,10101,Membership Dues,,11240
FY14-15,Expense,Public Library,10101,Building Maintenance Srvc,,0
FY14-15,Expense,Public Library,10101,Other Rpr & Maint Srvc,,0
FY14-15,Expense,Public Library,10101,Host & Hostess,,210
FY14-15,Expense,Public Library,10101,Offc & Admin Supply,,137848
FY14-15,Expense,Public Library,10101,Computer Hardware <$10K,,250
FY14-15,Expense,Public Library,10101,Furniture/Fixtures<$10K,,0
FY14-15,Expense,Public Library,10101,Uniforms/Work Related Items,,85
FY14-15,Expense,Public Library,10101,Books/Magazines/Periodicals,,457
FY14-15,Expense,Public Library,10101,Educational Supply,,0
FY14-15,Expense,Public Library,10101,Repair & Maint Supply,,573
FY14-15,Expense,Public Library,10101,Signs,,0
FY14-15,Expense,Public Library,10101,Work Equipment < $10K,,3384
FY14-15,Expense,Public Library,10101,Safety Equipment < $10K,,1140
FY14-15,Expense,Public Library,10101,Rent Equipment,,6657
FY14-15,Expense,Public Library,10101,Software License,,268
FY14-15,Expense,Public Library,10101,Drug Test Fee,,67
FY14-15,Expense,Public Library,10101,Notary,,0
FY14-15,Expense,Public Library,10101,Regular Pay,,89470
FY14-15,Expense,Public Library,10101,Leave Pay,,12397
FY14-15,Expense,Public Library,10101,Holiday Pay,,0
FY14-15,Expense,Public Library,10101,Overtime Pay,,2340
FY14-15,Expense,Public Library,10101,Out of Class Pay,,0
FY14-15,Expense,Public Library,10101,Longevity,,935
FY14-15,Expense,Public Library,10101,YE Biweekly Sal/Fringe Accr,,1029
FY14-15,Expense,Public Library,10101,Employer OASDI,,6132
FY14-15,Expense,Public Library,10101,Employer SSN Medical,,1434
FY14-15,Expense,Public Library,10101,Employer Group Health,,18731
FY14-15,Expense,Public Library,10101,Employer Dental Group,,621
FY14-15,Expense,Public Library,10101,Employer Group Life,,319
FY14-15,Expense,Public Library,10101,Employer Pension,,13693
FY14-15,Expense,Public Library,10101,FSA Pre-Tax Savings,,12
FY14-15,Expense,Public Library,10101,Cafe Plan Pre-Tax Savings,,516
FY14-15,Expense,Public Library,10101,Temporary Service,,3844
FY14-15,Expense,Public Library,10101,Devlop/Framing/Artwork,,79
FY14-15,Expense,Public Library,10101,Employee Local Travel/Park,,94
FY14-15,Expense,Public Library,10101,Allowance-Cell/Mobile Devices,,840
FY14-15,Expense,Public Library,10101,Printing/Binding,,111515
FY14-15,Expense,Public Library,10101,Advertising & Promot'n,,0
FY14-15,Expense,Public Library,10101,Subscriptions,,2598
FY14-15,Expense,Public Library,10101,Registration,,0
FY14-15,Expense,Public Library,10101,Host & Hostess,,0
FY14-15,Expense,Public Library,10101,Offc & Admin Supply,,0
FY14-15,Expense,Public Library,10101,Computer Hardware <$10K,,1220
FY14-15,Expense,Public Library,10101,Books/Magazines/Periodicals,,0
FY14-15,Expense,Public Library,10101,Work Equipment < $10K,,401
FY14-15,Expense,Public Library,10101,Rent Equipment,,4953
FY14-15,Expense,Public Library,10101,Employee Award/Gift,,0
FY14-15,Expense,Public Library,10101,Regular Pay,,463513
FY14-15,Expense,Public Library,10101,Leave Pay,,51524
FY14-15,Expense,Public Library,10101,Holiday Pay,,0
FY14-15,Expense,Public Library,10101,Overtime Pay,,0
FY14-15,Expense,Public Library,10101,Out of Class Pay,,1065
FY14-15,Expense,Public Library,10101,Longevity,,6435
FY14-15,Expense,Public Library,10101,YE Biweekly Sal/Fringe Accr,,3240
FY14-15,Expense,Public Library,10101,Employer OASDI,,30398
FY14-15,Expense,Public Library,10101,Employer SSN Medical,,7109
FY14-15,Expense,Public Library,10101,Employer Group Health,,85016
FY14-15,Expense,Public Library,10101,Employer Dental Group,,4214
FY14-15,Expense,Public Library,10101,Employer Group Life,,1853
FY14-15,Expense,Public Library,10101,Employer Pension,,85932
FY14-15,Expense,Public Library,10101,FSA Pre-Tax Savings,,288
FY14-15,Expense,Public Library,10101,Cafe Plan Pre-Tax Savings,,2250
FY14-15,Expense,Public Library,10101,Other Professional Srvc,,0
FY14-15,Expense,Public Library,10101,Internet Services,,0
FY14-15,Expense,Public Library,10101,Employee Out-of-town Travel,,1624
FY14-15,Expense,Public Library,10101,Employee Air Travel,,0
FY14-15,Expense,Public Library,10101,Employee Local Travel/Park,,156
FY14-15,Expense,Public Library,10101,Telephone & Telegraph,,259718
FY14-15,Expense,Public Library,10101,Allowance-Cell/Mobile Devices,,0
FY14-15,Expense,Public Library,10101,Cell Phone Service,,758
FY14-15,Expense,Public Library,10101,Printing/Binding,,0
FY14-15,Expense,Public Library,10101,Subscriptions,,152675
FY14-15,Expense,Public Library,10101,Registration,,0
FY14-15,Expense,Public Library,10101,Other Rpr & Maint Srvc,,159797
FY14-15,Expense,Public Library,10101,Info Systems Charge,,1107548
FY14-15,Expense,Public Library,10101,Telecmmnct'n Charge,,11714
FY14-15,Expense,Public Library,10101,Offc & Admin Supply,,3481
FY14-15,Expense,Public Library,10101,Furniture/Fixtures<$10K,,0
FY14-15,Expense,Public Library,10101,Educational Supply,,60
FY14-15,Expense,Public Library,10101,Repair & Maint Supply,,0
FY14-15,Expense,Public Library,10101,Electronic Parts/Supply,,0
FY14-15,Expense,Public Library,10101,Small Equipment Supply,,0
FY14-15,Expense,Public Library,10101,Rent Equipment,,1015
FY14-15,Expense,Public Library,10101,Software License,,0
FY14-15,Expense,Public Library,10101,Regular Pay,,140368
FY14-15,Expense,Public Library,10101,Leave Pay,,14647
FY14-15,Expense,Public Library,10101,Holiday Pay,,0
FY14-15,Expense,Public Library,10101,Overtime Pay,,6820
FY14-15,Expense,Public Library,10101,Out of Class Pay,,54
FY14-15,Expense,Public Library,10101,Longevity,,1843
FY14-15,Expense,Public Library,10101,YE Biweekly Sal/Fringe Accr,,1129
FY14-15,Expense,Public Library,10101,Employer OASDI,,9454
FY14-15,Expense,Public Library,10101,Employer SSN Medical,,2211
FY14-15,Expense,Public Library,10101,Employer Group Health,,29465
FY14-15,Expense,Public Library,10101,Employer Dental Group,,1284
FY14-15,Expense,Public Library,10101,Employer Group Life,,578
FY14-15,Expense,Public Library,10101,Employer Pension,,24558
FY14-15,Expense,Public Library,10101,FSA Pre-Tax Savings,,99
FY14-15,Expense,Public Library,10101,Cafe Plan Pre-Tax Savings,,799
FY14-15,Expense,Public Library,10101,Temporary Service,,12069
FY14-15,Expense,Public Library,10101,Employee Local Travel/Park,,0
FY14-15,Expense,Public Library,10101,Allowance-Cell/Mobile Devices,,735
FY14-15,Expense,Public Library,10101,Other Rpr & Maint Srvc,,0
FY14-15,Expense,Public Library,10101,Offc & Admin Supply,,0
FY14-15,Expense,Public Library,10101,Computer Software (non-cap),,29
FY14-15,Expense,Public Library,10101,Linens,,0
FY14-15,Expense,Public Library,10101,Drapery/Window Covering,,0
FY14-15,Expense,Public Library,10101,Electronic Parts/Supply,,0
FY14-15,Expense,Public Library,10101,Small Equipment Supply,,0
