budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY16-17,Expense,Health,10101,Employer Dental Group,,1678
FY16-17,Expense,Health,10101,Employer Group Life,,819
FY16-17,Expense,Health,10101,Employer Pension,,53010
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,308
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1911
FY16-17,Expense,Health,10101,Mngt Cnsltnt Srvc,,8872
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,63
FY16-17,Expense,Health,10101,Employee Air Travel,,0
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,172
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,0
FY16-17,Expense,Health,10101,Printing/Binding,,0
FY16-17,Expense,Health,10101,Subscriptions,,0
FY16-17,Expense,Health,10101,Registration,,0
FY16-17,Expense,Health,10101,Host & Hostess,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,655
FY16-17,Expense,Health,10101,Computer Software,,27885
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,0
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,3
FY16-17,Expense,Health,10101,Small Equipment Supply,,360
FY16-17,Expense,Health,10101,Software License,,656
FY16-17,Expense,Health,10101,Regular Pay,,152514
FY16-17,Expense,Health,10101,Longevity,,2063
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1704
FY16-17,Expense,Health,10101,Employer OASDI,,8903
FY16-17,Expense,Health,10101,Employer SSN Medical,,2082
FY16-17,Expense,Health,10101,Employer Group Health,,27810
FY16-17,Expense,Health,10101,Employer Dental Group,,679
FY16-17,Expense,Health,10101,Employer Group Life,,341
FY16-17,Expense,Health,10101,Employer Pension,,23798
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,38
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,802
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,3220
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,0
FY16-17,Expense,Health,10101,Registration,,355
FY16-17,Expense,Health,10101,Membership Dues,,145
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,2979
FY16-17,Expense,Health,10101,Offc & Admin Supply,,137
FY16-17,Expense,Health,10101,Computer Hardware <$10K,,0
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,0
FY16-17,Expense,Health,10101,Books/Magazines/Periodicals,,0
FY16-17,Expense,Health,10101,Medical Supply,,6609
FY16-17,Expense,Health,10101,Small Equipment Supply,,164
FY16-17,Expense,Health,10101,Insurance-Liability/PropDmg,,588
FY16-17,Expense,Health,10101,Medical Services,,110155
FY16-17,Expense,Health,10101,Landscaping Service,,0
FY16-17,Expense,Health,10101,Regular Pay,,387288
FY16-17,Expense,Health,10101,Leave Pay,,4640
FY16-17,Expense,Health,10101,Holiday Pay,,0
FY16-17,Expense,Health,10101,Overtime Pay,,0
FY16-17,Expense,Health,10101,Out of Class Pay,,3340
FY16-17,Expense,Health,10101,Injured on Duty Pay,,0
FY16-17,Expense,Health,10101,Longevity,,2503
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,4734
FY16-17,Expense,Health,10101,Employer OASDI,,22767
FY16-17,Expense,Health,10101,Employer SSN Medical,,5358
FY16-17,Expense,Health,10101,Employer Group Health,,63012
FY16-17,Expense,Health,10101,Employer Dental Group,,1685
FY16-17,Expense,Health,10101,Employer Group Life,,794
FY16-17,Expense,Health,10101,Employer Pension,,60919
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,0
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1844
FY16-17,Expense,Health,10101,Gas,,0
FY16-17,Expense,Health,10101,Medical Services,,17141
FY16-17,Expense,Health,10101,Mngt Cnsltnt Srvc,,0
FY16-17,Expense,Health,10101,Temporary Service,,0
FY16-17,Expense,Health,10101,Care of Persons,,1200
FY16-17,Expense,Health,10101,Transport Non-employee,,0
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,0
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,3815
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,505
FY16-17,Expense,Health,10101,Printing/Binding,,0
FY16-17,Expense,Health,10101,Subscriptions,,0
FY16-17,Expense,Health,10101,Registration,,0
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,18
FY16-17,Expense,Health,10101,Host & Hostess,,228
FY16-17,Expense,Health,10101,Offc & Admin Supply,,12912
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,0
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,2834
FY16-17,Expense,Health,10101,Small Equipment Supply,,0
FY16-17,Expense,Health,10101,Insurance-Liability/PropDmg,,17047
FY16-17,Expense,Health,10101,Professional Privilege Tax,,0
FY16-17,Expense,Health,10101,Regular Pay,,303354
FY16-17,Expense,Health,10101,Leave Pay,,325
FY16-17,Expense,Health,10101,Overtime Pay,,333
FY16-17,Expense,Health,10101,Out of Class Pay,,0
FY16-17,Expense,Health,10101,Longevity,,4048
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,3699
FY16-17,Expense,Health,10101,Employer OASDI,,18007
FY16-17,Expense,Health,10101,Employer SSN Medical,,4210
FY16-17,Expense,Health,10101,Employer Group Health,,56967
FY16-17,Expense,Health,10101,Employer Dental Group,,2196
FY16-17,Expense,Health,10101,Employer Group Life,,1039
FY16-17,Expense,Health,10101,Employer Pension,,45799
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,0
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1348
FY16-17,Expense,Health,10101,Medical Services,,0
FY16-17,Expense,Health,10101,Management Consultant,,71
FY16-17,Expense,Health,10101,Temporary Service,,2100
FY16-17,Expense,Health,10101,Care of Persons,,0
FY16-17,Expense,Health,10101,Transport Non-employee,,0
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,0
FY16-17,Expense,Health,10101,Employee Air Travel,,0
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,208
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,23
FY16-17,Expense,Health,10101,Subscriptions,,0
FY16-17,Expense,Health,10101,Registration,,600
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,345
FY16-17,Expense,Health,10101,Host & Hostess,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,8891
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,581
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,17404
FY16-17,Expense,Health,10101,Drugs,,90
FY16-17,Expense,Health,10101,Small Equipment Supply,,937
FY16-17,Expense,Health,10101,Insurance-Liability/PropDmg,,980
FY16-17,Expense,Health,10101,Regular Pay,,105990
FY16-17,Expense,Health,10101,Leave Pay,,0
FY16-17,Expense,Health,10101,Overtime Pay,,0
FY16-17,Expense,Health,10101,Longevity,,220
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1522
FY16-17,Expense,Health,10101,Employer OASDI,,5939
FY16-17,Expense,Health,10101,Employer SSN Medical,,1389
FY16-17,Expense,Health,10101,Employer Group Health,,23438
FY16-17,Expense,Health,10101,Employer Dental Group,,807
FY16-17,Expense,Health,10101,Employer Group Life,,433
FY16-17,Expense,Health,10101,Employer Pension,,11042
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,5
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,786
FY16-17,Expense,Health,10101,Mngt Cnsltnt Srvc,,80
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,2636
FY16-17,Expense,Health,10101,Offc & Admin Supply,,847
FY16-17,Expense,Health,10101,Computer Software,,2688
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,28
FY16-17,Expense,Health,10101,Medical Supply,,163
FY16-17,Expense,Health,10101,Small Equipment Supply,,0
FY16-17,Expense,Health,10101,Insurance-Liability/PropDmg,,980
FY16-17,Expense,Health,10101,Regular Pay,,114169
FY16-17,Expense,Health,10101,Leave Pay,,0
FY16-17,Expense,Health,10101,Injured on Duty Pay,,0
FY16-17,Expense,Health,10101,Longevity,,1678
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1281
FY16-17,Expense,Health,10101,Employer OASDI,,6558
FY16-17,Expense,Health,10101,Employer SSN Medical,,1534
FY16-17,Expense,Health,10101,Employer Group Health,,19649
FY16-17,Expense,Health,10101,Employer Dental Group,,679
FY16-17,Expense,Health,10101,Employer Group Life,,341
FY16-17,Expense,Health,10101,Employer Pension,,17815
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,232
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,539
FY16-17,Expense,Health,10101,Management Consultant,,2233
FY16-17,Expense,Health,10101,Collection Serv (Trash),,0
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,233
FY16-17,Expense,Health,10101,Employee Air Travel,,300
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,14
FY16-17,Expense,Health,10101,Printing/Binding,,0
FY16-17,Expense,Health,10101,Subscriptions,,397
FY16-17,Expense,Health,10101,Registration,,468
FY16-17,Expense,Health,10101,Host & Hostess,,1409
FY16-17,Expense,Health,10101,Offc & Admin Supply,,1648
FY16-17,Expense,Health,10101,Computer Software (non-cap),,0
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,1
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,20
FY16-17,Expense,Health,10101,Small Equipment Supply,,0
FY16-17,Expense,Health,10101,Insurance-Liability/PropDmg,,0
FY16-17,Expense,Health,10101,Regular Pay,,117821
FY16-17,Expense,Health,10101,Overtime Pay,,0
FY16-17,Expense,Health,10101,Longevity,,1155
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1614
FY16-17,Expense,Health,10101,Employer OASDI,,6777
FY16-17,Expense,Health,10101,Employer SSN Medical,,1585
FY16-17,Expense,Health,10101,Employer Group Health,,18440
FY16-17,Expense,Health,10101,Employer Dental Group,,883
FY16-17,Expense,Health,10101,Employer Group Life,,445
FY16-17,Expense,Health,10101,Employer Pension,,18408
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,46
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,695
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,0
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Health,10101,Printing/Binding,,0
FY16-17,Expense,Health,10101,Registration,,0
FY16-17,Expense,Health,10101,Host & Hostess,,34
FY16-17,Expense,Health,10101,Offc & Admin Supply,,996
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,0
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,0
FY16-17,Expense,Health,10101,Drugs,,44
FY16-17,Expense,Health,10101,Insurance-Liability/PropDmg,,0
FY16-17,Expense,Health,10101,Regular Pay,,76063
FY16-17,Expense,Health,10101,Leave Pay,,0
FY16-17,Expense,Health,10101,Longevity,,935
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1402
FY16-17,Expense,Health,10101,Employer OASDI,,4278
FY16-17,Expense,Health,10101,Employer SSN Medical,,1000
FY16-17,Expense,Health,10101,Employer Group Health,,15590
FY16-17,Expense,Health,10101,Employer Dental Group,,438
FY16-17,Expense,Health,10101,Employer Group Life,,213
FY16-17,Expense,Health,10101,Employer Pension,,7471
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,179
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,433
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Health,10101,Registration,,0
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,5569
FY16-17,Expense,Health,10101,Computer Software,,0
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,29
FY16-17,Expense,Health,10101,Educational Supply,,17
FY16-17,Expense,Health,10101,Medical Supply,,240
FY16-17,Expense,Health,10101,Drugs,,0
FY16-17,Expense,Health,10101,Small Equipment Supply,,0
FY16-17,Expense,Health,10101,Insurance-Liability/PropDmg,,0
FY16-17,Expense,Health,10101,Medical Services,,0
FY16-17,Expense,Health,10101,Mngt Cnsltnt Srvc,,468
FY16-17,Expense,Health,10101,Temporary Service,,4680
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,0
FY16-17,Expense,Health,10101,Printing/Binding,,0
FY16-17,Expense,Health,10101,Registration,,0
FY16-17,Expense,Health,10101,Host & Hostess,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,501
FY16-17,Expense,Health,10101,Computer Software,,3510
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,189
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,-67
FY16-17,Expense,Health,10101,Drugs,,39661
FY16-17,Expense,Health,10101,Small Equipment Supply,,0
FY16-17,Expense,Health,10101,Other License & Fees,,845
FY16-17,Expense,Health,10101,Professional Privilege Tax,,0
FY16-17,Expense,Health,10101,Mngt Cnsltnt Srvc,,384800
FY16-17,Expense,Health,10101,Regular Pay,,304044
FY16-17,Expense,Health,10101,Leave Pay,,2618
FY16-17,Expense,Health,10101,Overtime Pay,,115
FY16-17,Expense,Health,10101,Injured on Duty Pay,,0
FY16-17,Expense,Health,10101,Longevity,,1650
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,3493
FY16-17,Expense,Health,10101,Employer OASDI,,18458
FY16-17,Expense,Health,10101,Employer SSN Medical,,4317
FY16-17,Expense,Health,10101,Employer Group Health,,62344
FY16-17,Expense,Health,10101,Employer Dental Group,,2048
FY16-17,Expense,Health,10101,Employer Group Life,,1037
FY16-17,Expense,Health,10101,Employer Pension,,32718
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,258
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1402
FY16-17,Expense,Health,10101,Facilities Management,,0
FY16-17,Expense,Health,10101,Medical Services,,0
FY16-17,Expense,Health,10101,Management Consultant,,3877
FY16-17,Expense,Health,10101,Temporary Service,,42255
FY16-17,Expense,Health,10101,Laundry Services,,3669
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,95
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,8
FY16-17,Expense,Health,10101,Subscriptions,,0
FY16-17,Expense,Health,10101,Registration,,0
FY16-17,Expense,Health,10101,Membership Dues,,0
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,0
FY16-17,Expense,Health,10101,Host & Hostess,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,4884
FY16-17,Expense,Health,10101,Computer Software,,0
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,17
FY16-17,Expense,Health,10101,Personal Use Supply,,0
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,0
FY16-17,Expense,Health,10101,Drugs,,0
FY16-17,Expense,Health,10101,Small Equipment Supply,,1245
FY16-17,Expense,Health,10101,Insurance-Liability/PropDmg,,4297
FY16-17,Expense,Health,10101,Software License,,190
FY16-17,Expense,Health,10101,Professional Privilege Tax,,0
FY16-17,Expense,Health,10101,Regular Pay,,181590
FY16-17,Expense,Health,10101,Longevity,,1265
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,2165
FY16-17,Expense,Health,10101,Employer OASDI,,10259
FY16-17,Expense,Health,10101,Employer SSN Medical,,2399
FY16-17,Expense,Health,10101,Employer Group Health,,47519
FY16-17,Expense,Health,10101,Employer Dental Group,,1355
FY16-17,Expense,Health,10101,Employer Group Life,,680
FY16-17,Expense,Health,10101,Employer Pension,,28333
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,0
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1331
FY16-17,Expense,Health,10101,Gas,,0
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,291
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,51
FY16-17,Expense,Health,10101,Subscriptions,,0
FY16-17,Expense,Health,10101,Registration,,600
FY16-17,Expense,Health,10101,Membership Dues,,247
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,985
FY16-17,Expense,Health,10101,Personal Use Supply,,285
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,0
FY16-17,Expense,Health,10101,Repair & Maint Supply,,3790
FY16-17,Expense,Health,10101,Auto Supply,,0
FY16-17,Expense,Health,10101,Small Equipment Supply,,0
FY16-17,Expense,Health,10101,Regular Pay,,163379
FY16-17,Expense,Health,10101,Leave Pay,,146
FY16-17,Expense,Health,10101,Overtime Pay,,0
FY16-17,Expense,Health,10101,Out of Class Pay,,0
FY16-17,Expense,Health,10101,Longevity,,1430
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,1944
FY16-17,Expense,Health,10101,Employer OASDI,,9172
FY16-17,Expense,Health,10101,Employer SSN Medical,,2145
FY16-17,Expense,Health,10101,Employer Group Health,,28161
FY16-17,Expense,Health,10101,Employer Dental Group,,781
FY16-17,Expense,Health,10101,Employer Group Life,,438
FY16-17,Expense,Health,10101,Employer Pension,,22299
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,230
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1068
FY16-17,Expense,Health,10101,Electric,,1629
FY16-17,Expense,Health,10101,Medical Services,,0
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,2239
FY16-17,Expense,Health,10101,Employee Air Travel,,852
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Health,10101,Allowance-Cell/Mobile Devices,,0
FY16-17,Expense,Health,10101,Cell Phone Service,,748
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,0
FY16-17,Expense,Health,10101,Advertising & Promot'n,,0
FY16-17,Expense,Health,10101,Registration,,905
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,1116
FY16-17,Expense,Health,10101,Offc & Admin Supply,,920
FY16-17,Expense,Health,10101,Computer Software,,2397
FY16-17,Expense,Health,10101,Computer Hardware <$10K,,6773
FY16-17,Expense,Health,10101,Office Equipment < $10K,,0
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,106
FY16-17,Expense,Health,10101,Personal Use Supply,,799
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,2
FY16-17,Expense,Health,10101,Repair & Maint Supply,,1332
FY16-17,Expense,Health,10101,Small Equipment Supply,,0
FY16-17,Expense,Health,10101,Rent Equipment,,2288
FY16-17,Expense,Health,10101,Software License,,0
FY16-17,Expense,Health,10101,Notary,,0
FY16-17,Expense,Health,10101,Professional Privilege Tax,,0
FY16-17,Expense,Health,10101,Machinery & Equipment,,21673
FY16-17,Expense,Health,10101,Transfer Operational,,0
FY16-17,Expense,Health,10101,Regular Pay,,631461
FY16-17,Expense,Health,10101,Leave Pay,,1197
FY16-17,Expense,Health,10101,Overtime Pay,,0
FY16-17,Expense,Health,10101,Longevity,,5665
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,7143
FY16-17,Expense,Health,10101,Employer OASDI,,36615
FY16-17,Expense,Health,10101,Employer SSN Medical,,8563
FY16-17,Expense,Health,10101,Employer Group Health,,131670
FY16-17,Expense,Health,10101,Employer Dental Group,,4256
FY16-17,Expense,Health,10101,Auto Supply,,0
FY16-17,Expense,Health,10101,Employer Group Life,,2322
FY16-17,Expense,Health,10101,Employer Pension,,95635
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,3647
FY16-17,Expense,Health,10101,Mngt Cnsltnt Srvc,,500
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,981
FY16-17,Expense,Health,10101,Employee Air Travel,,616
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,19518
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,0
FY16-17,Expense,Health,10101,Printing/Binding,,0
FY16-17,Expense,Health,10101,Subscriptions,,0
FY16-17,Expense,Health,10101,Membership Dues,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,2354
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,18
FY16-17,Expense,Health,10101,Personal Use Supply,,620
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Medical Supply,,506
FY16-17,Expense,Health,10101,Small Equipment Supply,,680
FY16-17,Expense,Health,10101,Regular Pay,,135793
FY16-17,Expense,Health,10101,Longevity,,0
FY16-17,Expense,Health,10101,Employer OASDI,,7843
FY16-17,Expense,Health,10101,Employer SSN Medical,,1834
FY16-17,Expense,Health,10101,Employer Group Health,,30290
FY16-17,Expense,Health,10101,Employer Dental Group,,972
FY16-17,Expense,Health,10101,Employer Group Life,,425
FY16-17,Expense,Health,10101,Employer Pension,,21061
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,136
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,581
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,506
FY16-17,Expense,Health,10101,Employee Air Travel,,0
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,0
FY16-17,Expense,Health,10101,Advertising & Promot'n,,0
FY16-17,Expense,Health,10101,Registration,,650
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,0
FY16-17,Expense,Health,10101,Computer Software,,600
FY16-17,Expense,Health,10101,Medical Supply,,0
FY16-17,Expense,Health,10101,Repair & Maint Supply,,0
FY16-17,Expense,Health,10101,Small Equipment Supply,,4271
FY16-17,Expense,Health,10101,Interest Expense MIP,,418
FY16-17,Expense,Health,10101,Rent Equipment,,0
FY16-17,Expense,Health,10101,Software License,,1900
FY16-17,Expense,Health,10101,Machinery & Equipment,,12696
FY16-17,Expense,Health,10101,Regular Pay,,909431
FY16-17,Expense,Health,10101,Leave Pay,,9950
FY16-17,Expense,Health,10101,Holiday Pay,,7573
FY16-17,Expense,Health,10101,Overtime Pay,,57797
FY16-17,Expense,Health,10101,Out of Class Pay,,0
FY16-17,Expense,Health,10101,Injured on Duty Pay,,0
FY16-17,Expense,Health,10101,Longevity,,3135
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,11355
FY16-17,Expense,Health,10101,Employer OASDI,,58022
FY16-17,Expense,Health,10101,Employer SSN Medical,,13570
FY16-17,Expense,Health,10101,Employer Group Health,,143883
FY16-17,Expense,Health,10101,Employer Dental Group,,7621
FY16-17,Expense,Health,10101,Employer Group Life,,4061
FY16-17,Expense,Health,10101,Employer Pension,,102591
FY16-17,Expense,Health,10101,FSA Pre-Tax Savings,,36
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,3952
FY16-17,Expense,Health,10101,Electric,,58882
FY16-17,Expense,Health,10101,Water,,0
FY16-17,Expense,Health,10101,Gas,,50417
FY16-17,Expense,Health,10101,Cable Television,,86
FY16-17,Expense,Health,10101,Medical Services,,6862
FY16-17,Expense,Health,10101,Mngt Cnsltnt Srvc,,105290
FY16-17,Expense,Health,10101,Security Services,,1313
FY16-17,Expense,Health,10101,Pre-Employment Checks,,7510
FY16-17,Expense,Health,10101,Temporary Service,,0
FY16-17,Expense,Health,10101,Laundry Services,,1744
FY16-17,Expense,Health,10101,Janitorial Srvc,,27827
FY16-17,Expense,Health,10101,Lock & Key Service,,25
FY16-17,Expense,Health,10101,Care of Animals,,56947
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,1405
FY16-17,Expense,Health,10101,Employee Air Travel,,1141
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Health,10101,Telephone & Telegraph,,0
FY16-17,Expense,Health,10101,Allowance-Cell/Mobile Devices,,0
FY16-17,Expense,Health,10101,Cell Phone Service,,3366
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,34
FY16-17,Expense,Health,10101,Computer Communication Servs,,0
FY16-17,Expense,Health,10101,Printing/Binding,,0
FY16-17,Expense,Health,10101,Advertising & Promot'n,,215
FY16-17,Expense,Health,10101,Subscriptions,,0
FY16-17,Expense,Health,10101,Registration,,2940
FY16-17,Expense,Health,10101,Membership Dues,,280
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,67964
FY16-17,Expense,Health,10101,Host & Hostess,,18
FY16-17,Expense,Health,10101,Offc & Admin Supply,,17395
FY16-17,Expense,Health,10101,Computer Software (non-cap),,9240
FY16-17,Expense,Health,10101,Computer Hardware <$10K,,0
FY16-17,Expense,Health,10101,Furniture/Fixtures<$10K,,10
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,9366
FY16-17,Expense,Health,10101,Personal Use Supply,,0
FY16-17,Expense,Health,10101,Uniforms/Work Related Items,,946
FY16-17,Expense,Health,10101,Medical Supply,,5861
FY16-17,Expense,Health,10101,Drugs,,159509
FY16-17,Expense,Health,10101,Ag & Animal Supply,,26401
FY16-17,Expense,Health,10101,Repair & Maint Supply,,940
FY16-17,Expense,Health,10101,Construction Supply,,115
FY16-17,Expense,Health,10101,Auto Supply,,0
FY16-17,Expense,Health,10101,Small Equipment Supply,,1739
FY16-17,Expense,Health,10101,Merchant Fees,,0
FY16-17,Expense,Health,10101,Rent Equipment,,0
FY16-17,Expense,Health,10101,Software License,,0
FY16-17,Expense,Health,10101,Alarm Permits,,50
FY16-17,Expense,Health,10101,Other License & Fees,,100
FY16-17,Expense,Health,10101,Professional Privilege Tax,,0
FY16-17,Expense,Health,10101,Transfer Operational,,17432
FY16-17,Expense,Health,10101,Regular Pay,,252176
FY16-17,Expense,Health,10101,Leave Pay,,2497
FY16-17,Expense,Health,10101,Injured on Duty Pay,,0
FY16-17,Expense,Health,10101,Longevity,,2475
FY16-17,Expense,Health,10101,YE Biweekly Sal/Fringe Accr,,2993
FY16-17,Expense,Health,10101,Employer OASDI,,15108
FY16-17,Expense,Health,10101,Employer SSN Medical,,3533
FY16-17,Expense,Health,10101,Employer Group Health,,37720
FY16-17,Expense,Health,10101,Employer Dental Group,,1035
FY16-17,Expense,Health,10101,Employer Group Life,,515
FY16-17,Expense,Health,10101,Employer Pension,,35006
FY16-17,Expense,Health,10101,Cafe Plan Pre-Tax Savings,,1031
FY16-17,Expense,Health,10101,Employee Out-of-town Travel,,209
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,1569
FY16-17,Expense,Health,10101,Postage & Delivery Srvc,,0
FY16-17,Expense,Health,10101,Printing/Binding,,0
FY16-17,Expense,Health,10101,Subscriptions,,0
FY16-17,Expense,Health,10101,Registration,,500
FY16-17,Expense,Health,10101,Other Rpr & Maint Srvc,,0
FY16-17,Expense,Health,10101,Offc & Admin Supply,,2013
FY16-17,Expense,Health,10101,Computer Software (non-cap),,0
FY16-17,Expense,Health,10101,Computer Hardware <$10K,,0
FY16-17,Expense,Health,10101,HHold & Jnitr Supply,,74
FY16-17,Expense,Health,10101,Personal Use Supply,,1886
FY16-17,Expense,Health,10101,Educational Supply,,0
FY16-17,Expense,Health,10101,Small Equipment Supply,,226
FY16-17,Expense,Health,10101,Software License,,535
FY16-17,Expense,Health,10101,Professional Privilege Tax,,0
FY16-17,Expense,Health,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Health,10101,Regular Pay,,328364
