budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY15-16,Expense,Parks,10101,Water Treatment Chemicals,,0
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,4218
FY15-16,Expense,Parks,10101,Medical Supply,,125
FY15-16,Expense,Parks,10101,Vegetation Control Supply,,2205
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,24356
FY15-16,Expense,Parks,10101,Paint Supply,,0
FY15-16,Expense,Parks,10101,Electrical Supply,,167
FY15-16,Expense,Parks,10101,Safety Supply,,933
FY15-16,Expense,Parks,10101,Plastic Pipes/Fittings,,0
FY15-16,Expense,Parks,10101,Dirt/Straw/Seed,,0
FY15-16,Expense,Parks,10101,Auto Fuel,,0
FY15-16,Expense,Parks,10101,Auto Oil/Lubricants,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,12614
FY15-16,Expense,Parks,10101,Plants and Landscaping,,23851
FY15-16,Expense,Parks,10101,Rent Equipment,,1320
FY15-16,Expense,Parks,10101,Other License & Fees,,95
FY15-16,Expense,Parks,10101,Regular Pay,,621150
FY15-16,Expense,Parks,10101,Leave Pay,,59121
FY15-16,Expense,Parks,10101,Holiday Pay,,27636
FY15-16,Expense,Parks,10101,Overtime Pay,,380
FY15-16,Expense,Parks,10101,Out of Class Pay,,0
FY15-16,Expense,Parks,10101,Shift Differential Pay,,8757
FY15-16,Expense,Parks,10101,Other Special Pay,,0
FY15-16,Expense,Parks,10101,Injured on Duty Pay,,2327
FY15-16,Expense,Parks,10101,Longevity,,11069
FY15-16,Expense,Parks,10101,IOD-Light Duty,,8066
FY15-16,Expense,Parks,10101,IOD-CS 90 Percent,,1524
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,4527
FY15-16,Expense,Parks,10101,Employer OASDI,,41314
FY15-16,Expense,Parks,10101,Employer SSN Medical,,9662
FY15-16,Expense,Parks,10101,Employer Group Health,,203788
FY15-16,Expense,Parks,10101,Employer Dental Group,,7338
FY15-16,Expense,Parks,10101,Employer Group Life,,4011
FY15-16,Expense,Parks,10101,Employer Pension,,125836
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,44
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,5564
FY15-16,Expense,Parks,10101,Pest Control Service,,2294
FY15-16,Expense,Parks,10101,Janitorial Service,,36105
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,7606
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Cell Phone Service,,215
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,636
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,16
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,101985
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,5739
FY15-16,Expense,Parks,10101,Medical Supply,,0
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,61
FY15-16,Expense,Parks,10101,Paint Supply,,55
FY15-16,Expense,Parks,10101,Electrical Supply,,1626
FY15-16,Expense,Parks,10101,Safety Supply,,3621
FY15-16,Expense,Parks,10101,Lumber/Wood Products,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,716
FY15-16,Expense,Parks,10101,Regular Pay,,67918
FY15-16,Expense,Parks,10101,Leave Pay,,5155
FY15-16,Expense,Parks,10101,Holiday Pay,,2767
FY15-16,Expense,Parks,10101,Out of Class Pay,,0
FY15-16,Expense,Parks,10101,Injured on Duty Pay,,0
FY15-16,Expense,Parks,10101,Longevity,,935
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,441
FY15-16,Expense,Parks,10101,Employer OASDI,,4341
FY15-16,Expense,Parks,10101,Employer SSN Medical,,1015
FY15-16,Expense,Parks,10101,Employer Group Health,,18474
FY15-16,Expense,Parks,10101,Employer Dental Group,,642
FY15-16,Expense,Parks,10101,Employer Group Life,,336
FY15-16,Expense,Parks,10101,Employer Pension,,12890
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,0
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,517
FY15-16,Expense,Parks,10101,Security Monitoring Service,,0
FY15-16,Expense,Parks,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,0
FY15-16,Expense,Parks,10101,Printing/Binding,,24
FY15-16,Expense,Parks,10101,Membership Dues,,0
FY15-16,Expense,Parks,10101,Office Equip Maintain Srvc,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,893
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,144
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,293
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,3
FY15-16,Expense,Parks,10101,Rent Equipment,,0
FY15-16,Expense,Parks,10101,Software License,,827
FY15-16,Expense,Parks,10101,Other License & Fees,,0
FY15-16,Expense,Parks,10101,Regular Pay,,120884
FY15-16,Expense,Parks,10101,Leave Pay,,15384
FY15-16,Expense,Parks,10101,Holiday Pay,,5423
FY15-16,Expense,Parks,10101,Longevity,,1210
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,781
FY15-16,Expense,Parks,10101,Employer OASDI,,10332
FY15-16,Expense,Parks,10101,Employer SSN Medical,,2416
FY15-16,Expense,Parks,10101,Employer Group Health,,19080
FY15-16,Expense,Parks,10101,Employer Dental Group,,679
FY15-16,Expense,Parks,10101,Employer Group Life,,341
FY15-16,Expense,Parks,10101,Employer Pension,,25486
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,524
FY15-16,Expense,Parks,10101,Bottled Water Service,,492
FY15-16,Expense,Parks,10101,Internet Services,,2372
FY15-16,Expense,Parks,10101,Devlop/Framing/Artwork,,0
FY15-16,Expense,Parks,10101,Security Monitoring Service,,100
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,19
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,207
FY15-16,Expense,Parks,10101,Cell Phone Service,,52
FY15-16,Expense,Parks,10101,Printing/Binding,,0
FY15-16,Expense,Parks,10101,Sign Printing,,0
FY15-16,Expense,Parks,10101,Registration,,253
FY15-16,Expense,Parks,10101,Membership Dues,,1110
FY15-16,Expense,Parks,10101,Office Equip Maintain Srvc,,0
FY15-16,Expense,Parks,10101,Host & Hostess,,498
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,57
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,28
FY15-16,Expense,Parks,10101,Printing Supply,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,0
FY15-16,Expense,Parks,10101,Food & Ice,,22
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,0
FY15-16,Expense,Parks,10101,Interest Expense MIP,,0
FY15-16,Expense,Parks,10101,Rent Equipment,,0
FY15-16,Expense,Parks,10101,Regular Pay,,813157
FY15-16,Expense,Parks,10101,Leave Pay,,109864
FY15-16,Expense,Parks,10101,Holiday Pay,,42227
FY15-16,Expense,Parks,10101,Software License,,0
FY15-16,Expense,Parks,10101,Overtime Pay,,43312
FY15-16,Expense,Parks,10101,Out of Class Pay,,2195
FY15-16,Expense,Parks,10101,Shift Differential Pay,,8571
FY15-16,Expense,Parks,10101,Other Special Pay,,7637
FY15-16,Expense,Parks,10101,Injured on Duty Pay,,1462
FY15-16,Expense,Parks,10101,Longevity,,17664
FY15-16,Expense,Parks,10101,In-Service Train Supp,,11400
FY15-16,Expense,Parks,10101,IOD-Light Duty,,7461
FY15-16,Expense,Parks,10101,IOD-CS 90 Percent,,0
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,5466
FY15-16,Expense,Parks,10101,Employer OASDI,,62565
FY15-16,Expense,Parks,10101,Employer SSN Medical,,14632
FY15-16,Expense,Parks,10101,Employer Group Health,,202147
FY15-16,Expense,Parks,10101,Employer Dental Group,,6038
FY15-16,Expense,Parks,10101,Employer Group Life,,2886
FY15-16,Expense,Parks,10101,Employer Pension,,174663
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,5766
FY15-16,Expense,Parks,10101,Medical Services,,60
FY15-16,Expense,Parks,10101,Security Services,,0
FY15-16,Expense,Parks,10101,DP-Outside Metro,,0
FY15-16,Expense,Parks,10101,Security Monitoring Service,,16589
FY15-16,Expense,Parks,10101,Care of Animals,,6315
FY15-16,Expense,Parks,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Cell Phone Service,,0
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,6
FY15-16,Expense,Parks,10101,Registration,,80
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,218
FY15-16,Expense,Parks,10101,Law Enforcement Equip Repair,,0
FY15-16,Expense,Parks,10101,Radio Shop Charge,,15800
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,555
FY15-16,Expense,Parks,10101,Law Enforcement Supply,,0
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,14463
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,462
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,11089
FY15-16,Expense,Parks,10101,Medical Supply,,230
FY15-16,Expense,Parks,10101,Ag & Animal Supply,,4357
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,0
FY15-16,Expense,Parks,10101,Electrical Supply,,90
FY15-16,Expense,Parks,10101,Safety Supply,,78
FY15-16,Expense,Parks,10101,Small Equipment Supply,,267
FY15-16,Expense,Parks,10101,Recreation Supply,,1
FY15-16,Expense,Parks,10101,Rent Equipment,,1554
FY15-16,Expense,Parks,10101,Alarm Permits,,0
FY15-16,Expense,Parks,10101,Salary Supplement,,3606858
FY15-16,Expense,Parks,10101,Leave Pay,,205716
FY15-16,Expense,Parks,10101,Holiday Pay,,96338
FY15-16,Expense,Parks,10101,Overtime Pay,,365
FY15-16,Expense,Parks,10101,Other Special Pay,,2165
FY15-16,Expense,Parks,10101,Injured on Duty Pay,,330
FY15-16,Expense,Parks,10101,Longevity,,39903
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,23315
FY15-16,Expense,Parks,10101,Employer OASDI,,231692
FY15-16,Expense,Parks,10101,Employer SSN Medical,,54186
FY15-16,Expense,Parks,10101,Employer Group Health,,609061
FY15-16,Expense,Parks,10101,Employer Dental Group,,23985
FY15-16,Expense,Parks,10101,Employer Group Life,,12512
FY15-16,Expense,Parks,10101,Employer Pension,,539822
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,32
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,16722
FY15-16,Expense,Parks,10101,Electric,,0
FY15-16,Expense,Parks,10101,Gas,,0
FY15-16,Expense,Parks,10101,Cable Television,,1675
FY15-16,Expense,Parks,10101,Security Services,,0
FY15-16,Expense,Parks,10101,Temporary Service,,21765
FY15-16,Expense,Parks,10101,Pest Control Service,,0
FY15-16,Expense,Parks,10101,Vehicle Washing,,0
FY15-16,Expense,Parks,10101,Lock & Key Service,,0
FY15-16,Expense,Parks,10101,Internet Services,,13810
FY15-16,Expense,Parks,10101,Security Monitoring Service,,800
FY15-16,Expense,Parks,10101,Athletic Equip Repair,,0
FY15-16,Expense,Parks,10101,Transport Non-employee,,12814
FY15-16,Expense,Parks,10101,Employee Out-of-town Travel,,869
FY15-16,Expense,Parks,10101,Employee Air Travel,,340
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,974
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,730
FY15-16,Expense,Parks,10101,Cell Phone Service,,143
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,4
FY15-16,Expense,Parks,10101,Printing/Binding,,519
FY15-16,Expense,Parks,10101,Sign Printing,,386
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,0
FY15-16,Expense,Parks,10101,Subscriptions,,0
FY15-16,Expense,Parks,10101,Tuition,,0
FY15-16,Expense,Parks,10101,Registration,,287
FY15-16,Expense,Parks,10101,Membership Dues,,400
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,26243
FY15-16,Expense,Parks,10101,Office Equip Maintain Srvc,,0
FY15-16,Expense,Parks,10101,Postal Service Charge,,0
FY15-16,Expense,Parks,10101,Host & Hostess,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,12073
FY15-16,Expense,Parks,10101,Computer Software,,0
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,431
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,0
FY15-16,Expense,Parks,10101,Furniture/Fixtures<$10K,,0
FY15-16,Expense,Parks,10101,Printing Supply,,392
FY15-16,Expense,Parks,10101,Photo Film & Supplies,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,2014
FY15-16,Expense,Parks,10101,Food & Ice,,616
FY15-16,Expense,Parks,10101,Food Serving Supply,,263
FY15-16,Expense,Parks,10101,Water Treatment Chemicals,,-990
FY15-16,Expense,Parks,10101,Drapery/Window Covering,,0
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,11268
FY15-16,Expense,Parks,10101,Books/Magazines/Periodicals,,0
FY15-16,Expense,Parks,10101,Educational Supply,,310
FY15-16,Expense,Parks,10101,Medical Supply,,1027
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,4039
FY15-16,Expense,Parks,10101,Paint,,0
FY15-16,Expense,Parks,10101,Paint Supply,,17
FY15-16,Expense,Parks,10101,Electrical Supply,,0
FY15-16,Expense,Parks,10101,Electronic Parts/Supply,,0
FY15-16,Expense,Parks,10101,Safety Supply,,801
FY15-16,Expense,Parks,10101,Signs,,0
FY15-16,Expense,Parks,10101,Auto Fuel,,10
FY15-16,Expense,Parks,10101,Small Equipment Supply,,1226
FY15-16,Expense,Parks,10101,Work Equipment < $10K,,3800
FY15-16,Expense,Parks,10101,Electrical Appliance<$10K,,0
FY15-16,Expense,Parks,10101,Recreation Supply,,24207
FY15-16,Expense,Parks,10101,Procure Card Clearing,,0
FY15-16,Expense,Parks,10101,Rent Equipment,,1529
FY15-16,Expense,Parks,10101,Elevator Permit,,440
FY15-16,Expense,Parks,10101,Software License,,2099
FY15-16,Expense,Parks,10101,Swim Pool Permit,,0
FY15-16,Expense,Parks,10101,Food Service Permit,,0
FY15-16,Expense,Parks,10101,Other License & Fees,,11487
FY15-16,Expense,Parks,10101,Awrd Rwrd Royalty,,0
FY15-16,Expense,Parks,10101,Regular Pay,,173542
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,2642
FY15-16,Expense,Parks,10101,Employer OASDI,,10735
FY15-16,Expense,Parks,10101,Employer SSN Medical,,2511
FY15-16,Expense,Parks,10101,Employer Group Health,,0
FY15-16,Expense,Parks,10101,Temporary Service,,0
FY15-16,Expense,Parks,10101,Printing/Binding,,0
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,0
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Parks,10101,Printing Supply,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,0
FY15-16,Expense,Parks,10101,Food & Ice,,0
FY15-16,Expense,Parks,10101,Food Serving Supply,,0
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,0
FY15-16,Expense,Parks,10101,Educational Supply,,0
FY15-16,Expense,Parks,10101,Medical Supply,,0
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,0
FY15-16,Expense,Parks,10101,Paint Supply,,0
FY15-16,Expense,Parks,10101,Safety Supply,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,0
FY15-16,Expense,Parks,10101,Recreation Supply,,0
FY15-16,Expense,Parks,10101,Rent Equipment,,0
FY15-16,Expense,Parks,10101,Other License & Fees,,0
FY15-16,Expense,Parks,10101,Regular Pay,,37545
FY15-16,Expense,Parks,10101,Other Special Pay,,0
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,799
FY15-16,Expense,Parks,10101,Employer OASDI,,2328
FY15-16,Expense,Parks,10101,Employer SSN Medical,,544
FY15-16,Expense,Parks,10101,Employer Group Health,,0
FY15-16,Expense,Parks,10101,Educational Service,,0
FY15-16,Expense,Parks,10101,Temporary Service,,0
FY15-16,Expense,Parks,10101,Cell Phone Service,,52
FY15-16,Expense,Parks,10101,Tuition,,0
FY15-16,Expense,Parks,10101,Registration,,968
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,95
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,2152
FY15-16,Expense,Parks,10101,Water Treatment Chemicals,,27192
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,4183
FY15-16,Expense,Parks,10101,Educational Supply,,0
FY15-16,Expense,Parks,10101,Medical Supply,,320
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,1518
FY15-16,Expense,Parks,10101,Safety Supply,,183
FY15-16,Expense,Parks,10101,Small Equipment Supply,,918
FY15-16,Expense,Parks,10101,Recreation Supply,,42
FY15-16,Expense,Parks,10101,Swim Pool Permit,,3400
FY15-16,Expense,Parks,10101,Other License & Fees,,-853
FY15-16,Expense,Parks,10101,Regular Pay,,5617
FY15-16,Expense,Parks,10101,Leave Pay,,50
FY15-16,Expense,Parks,10101,Holiday Pay,,195
FY15-16,Expense,Parks,10101,Longevity,,0
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,0
FY15-16,Expense,Parks,10101,Employer OASDI,,324
FY15-16,Expense,Parks,10101,Employer SSN Medical,,76
FY15-16,Expense,Parks,10101,Employer Group Health,,1679
FY15-16,Expense,Parks,10101,Employer Dental Group,,42
FY15-16,Expense,Parks,10101,Employer Group Life,,28
FY15-16,Expense,Parks,10101,Employer Pension,,1054
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,48
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Cell Phone Service,,52
FY15-16,Expense,Parks,10101,Printing/Binding,,0
FY15-16,Expense,Parks,10101,Sign Printing,,958
FY15-16,Expense,Parks,10101,Membership Dues,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,227
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,9
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,0
FY15-16,Expense,Parks,10101,Medical Supply,,13
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,123
FY15-16,Expense,Parks,10101,Recreation Supply,,413
FY15-16,Expense,Parks,10101,Rent Equipment,,1360
FY15-16,Expense,Parks,10101,Awrd Rwrd Royalty,,394
FY15-16,Expense,Parks,10101,Regular Pay,,12378
FY15-16,Expense,Parks,10101,Other Special Pay,,0
FY15-16,Expense,Parks,10101,Employer OASDI,,760
FY15-16,Expense,Parks,10101,Employer SSN Medical,,178
FY15-16,Expense,Parks,10101,Employer Group Health,,343
FY15-16,Expense,Parks,10101,Employer Dental Group,,20
FY15-16,Expense,Parks,10101,Employer Group Life,,0
FY15-16,Expense,Parks,10101,Employer Pension,,387
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,9
FY15-16,Expense,Parks,10101,Temporary Service,,748
FY15-16,Expense,Parks,10101,Regular Pay,,56147
FY15-16,Expense,Parks,10101,Leave Pay,,8899
FY15-16,Expense,Parks,10101,Holiday Pay,,2735
FY15-16,Expense,Parks,10101,Other Special Pay,,0
FY15-16,Expense,Parks,10101,Longevity,,633
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,412
FY15-16,Expense,Parks,10101,Employer OASDI,,4044
FY15-16,Expense,Parks,10101,Employer SSN Medical,,946
FY15-16,Expense,Parks,10101,Employer Group Health,,9369
FY15-16,Expense,Parks,10101,Employer Dental Group,,564
FY15-16,Expense,Parks,10101,Employer Group Life,,282
FY15-16,Expense,Parks,10101,Employer Pension,,9720
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,0
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,244
FY15-16,Expense,Parks,10101,Cable Television,,334
FY15-16,Expense,Parks,10101,Temporary Service,,2875
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,34
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Cell Phone Service,,92
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,32
FY15-16,Expense,Parks,10101,Printing/Binding,,66
FY15-16,Expense,Parks,10101,Sign Printing,,46
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,10000
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,330
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,277
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,3
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,0
FY15-16,Expense,Parks,10101,Printing Supply,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,43
FY15-16,Expense,Parks,10101,Food & Ice,,314
FY15-16,Expense,Parks,10101,Medical Supply,,0
FY15-16,Expense,Parks,10101,Paint Supply,,0
FY15-16,Expense,Parks,10101,Electrical Supply,,0
FY15-16,Expense,Parks,10101,Safety Supply,,0
FY15-16,Expense,Parks,10101,Signs,,0
FY15-16,Expense,Parks,10101,Small Equipment Supply,,0
FY15-16,Expense,Parks,10101,Recreation Supply,,228
FY15-16,Expense,Parks,10101,Rent Equipment,,705
FY15-16,Expense,Parks,10101,Regular Pay,,0
FY15-16,Expense,Parks,10101,Other Special Pay,,346806
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,2304
FY15-16,Expense,Parks,10101,Employer OASDI,,20614
FY15-16,Expense,Parks,10101,Employer SSN Medical,,4821
FY15-16,Expense,Parks,10101,Employer Group Health,,43816
FY15-16,Expense,Parks,10101,Employer Dental Group,,1610
FY15-16,Expense,Parks,10101,Employer Group Life,,903
FY15-16,Expense,Parks,10101,Employer Pension,,45447
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,4
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,1226
FY15-16,Expense,Parks,10101,Temporary Service,,1494
FY15-16,Expense,Parks,10101,Host & Hostess,,31425
FY15-16,Expense,Parks,10101,Recreation Supply,,0
FY15-16,Expense,Parks,10101,Rent Equipment,,126
FY15-16,Expense,Parks,10101,Regular Pay,,59556
FY15-16,Expense,Parks,10101,Leave Pay,,5708
FY15-16,Expense,Parks,10101,Holiday Pay,,2597
FY15-16,Expense,Parks,10101,Longevity,,688
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,359
FY15-16,Expense,Parks,10101,Employer OASDI,,4132
FY15-16,Expense,Parks,10101,Employer SSN Medical,,966
FY15-16,Expense,Parks,10101,Employer Group Health,,5616
FY15-16,Expense,Parks,10101,Employer Dental Group,,339
FY15-16,Expense,Parks,10101,Employer Group Life,,170
FY15-16,Expense,Parks,10101,Employer Pension,,12206
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,146
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,12
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Printing/Binding,,3756
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,1616
FY15-16,Expense,Parks,10101,Subscriptions,,412
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,921
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,0
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Parks,10101,Printing Supply,,56
FY15-16,Expense,Parks,10101,Rent Equipment,,0
FY15-16,Expense,Parks,10101,Regular Pay,,383908
FY15-16,Expense,Parks,10101,Leave Pay,,27844
FY15-16,Expense,Parks,10101,Holiday Pay,,12230
FY15-16,Expense,Parks,10101,Overtime Pay,,99
FY15-16,Expense,Parks,10101,Other Special Pay,,106
FY15-16,Expense,Parks,10101,Injured on Duty Pay,,101
FY15-16,Expense,Parks,10101,Longevity,,3630
FY15-16,Expense,Parks,10101,YE Biweekly Sal/Fringe Accr,,2311
FY15-16,Expense,Parks,10101,Employer OASDI,,25046
FY15-16,Expense,Parks,10101,Employer SSN Medical,,5857
FY15-16,Expense,Parks,10101,Employer Group Health,,63224
FY15-16,Expense,Parks,10101,Employer Dental Group,,2925
FY15-16,Expense,Parks,10101,Employer Group Life,,1430
FY15-16,Expense,Parks,10101,Employer Pension,,59633
FY15-16,Expense,Parks,10101,FSA Pre-Tax Savings,,92
FY15-16,Expense,Parks,10101,Cafe Plan Pre-Tax Savings,,1736
FY15-16,Expense,Parks,10101,Security Services,,0
FY15-16,Expense,Parks,10101,Bottled Water Service,,1108
FY15-16,Expense,Parks,10101,Temporary Service,,7868
FY15-16,Expense,Parks,10101,Laundry Services,,237
FY15-16,Expense,Parks,10101,Pest Control Srvc,,0
FY15-16,Expense,Parks,10101,Vehicle Washing,,0
FY15-16,Expense,Parks,10101,Internet Services,,1637
FY15-16,Expense,Parks,10101,Devlop/Framing/Artwork,,0
FY15-16,Expense,Parks,10101,Security Monitoring Service,,100
FY15-16,Expense,Parks,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Parks,10101,Employee Air Travel,,0
FY15-16,Expense,Parks,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Parks,10101,Allowance-Cell/Mobile Devices,,0
FY15-16,Expense,Parks,10101,Postage & Delivery Srvc,,0
FY15-16,Expense,Parks,10101,Printing/Binding,,0
FY15-16,Expense,Parks,10101,Sign Printing,,915
FY15-16,Expense,Parks,10101,Advertising & Promot'n,,0
FY15-16,Expense,Parks,10101,Subscriptions,,0
FY15-16,Expense,Parks,10101,Registration,,0
FY15-16,Expense,Parks,10101,Membership Dues,,200
FY15-16,Expense,Parks,10101,Tuition-MNPS Career Ctr,,0
FY15-16,Expense,Parks,10101,Plumbing/HVAC Maintain Srvc,,0
FY15-16,Expense,Parks,10101,Other Rpr & Maint Srvc,,2245
FY15-16,Expense,Parks,10101,Host & Hostess,,0
FY15-16,Expense,Parks,10101,Offc & Admin Supply,,1177
FY15-16,Expense,Parks,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Parks,10101,Office Equipment < $10K,,0
FY15-16,Expense,Parks,10101,Printing Supply,,0
FY15-16,Expense,Parks,10101,Photo Film & Supplies,,0
FY15-16,Expense,Parks,10101,HHold & Jnitr Supply,,440
FY15-16,Expense,Parks,10101,Food & Ice,,573
FY15-16,Expense,Parks,10101,Uniforms/Work Related Items,,124
FY15-16,Expense,Parks,10101,Books/Magazines/Periodicals,,0
FY15-16,Expense,Parks,10101,Educational Supply,,0
FY15-16,Expense,Parks,10101,Medical Supply,,18
FY15-16,Expense,Parks,10101,Repair & Maint Supply,,21
FY15-16,Expense,Parks,10101,Paint,,0
FY15-16,Expense,Parks,10101,Paint Supply,,0
FY15-16,Expense,Parks,10101,Electrical Supply,,769
